id,passorfail
77713,0.9776
77714,0.3468
77715,0.4748
77716,0.8255
77717,0.357
77718,0.7779
77719,0.9308
77720,0.133
77721,0.6475
77722,0.5985
77723,0.2175
77724,0.2233
77725,0.6191
77726,0.6205
77727,0.3956
77728,0.7188
77729,0.5883
77730,0.723
77731,0.2714
77732,0.8073
77733,0.5246
77734,0.5975
77735,0.692
77736,0.093
77737,0.7977
77738,0.7258
77739,0.3376
77740,0.851
77741,0.2577
77742,0.0903
77743,0.6222
77744,0.8052
77745,0.6452
77746,0.9699
77747,0.8204
77748,0.5881
77749,0.4711
77750,0.9142
77751,0.2418
77752,0.6133
77753,0.3001
77754,0.2539
77755,0.9039
77756,0.178
77757,0.8847
77758,0.6082
77759,0.325
77760,0.3776
77761,0.6738
77762,0.3181
77763,0.3396
77764,0.6877
77765,0.2154
77766,0.1312
77767,0.0482
77768,0.5261
77769,0.8008
77770,0.1574
77771,0.6949
77772,0.4313
77773,0.4826
77774,0.9127
77775,0.1971
77776,0.8991
77777,0.6175
77778,0.3391
77779,0.1033
77780,0.8381
77781,0.0131
77782,0.3825
77783,0.1653
77784,0.5572
77785,0.5439
77786,0.4525
77787,0.6742
77788,0.7108
77789,0.3616
77790,0.26
77791,0.2515
77792,0.1525
77793,0.2372
77794,0.8153
77795,0.361
77796,0.0439
77797,0.1292
77798,0.7283
77799,0.2303
77800,0.3359
77801,0.3484
77802,0.9957
77803,0.3259
77804,0.6789
77805,0.0303
77806,0.2451
77807,0.608
77808,0.7866
77809,0.5829
77810,0.2753
77811,0.8575
77812,0.1365
77813,0.5838
77814,0.7408
77815,0.8162
77816,0.4761
77817,0.1486
77818,0.1746
77819,0.1609
77820,0.4721
77821,0.4027
77822,0.922
77823,0.3309
77824,0.2529
77825,0.2706
77826,0.2708
77827,0.5994
77828,0.4178
77829,0.9604
77830,0.3551
77831,0.6698
77832,0.2659
77833,0.5599
77834,0.1839
77835,0.9479
77836,0.1631
77837,0.6357
77838,0.1127
77839,0.1665
77840,0.7754
77841,0.3387
77842,0.7493
77843,0.8322
77844,0.2003
77845,0.4978
77846,0.8013
77847,0.7952
77848,0.4183
77849,0.2443
77850,0.6476
77851,0.8723
77852,0.119
77853,0.6082
77854,0.3143
77855,0.2889
77856,0.2206
77857,0.3619
77858,0.8363
77859,0.9508
77860,0.2481
77861,0.0677
77862,0.7312
77863,0.9052
77864,0.8721
77865,0.3074
77866,0.8537
77867,0.921
77868,0.0513
77869,0.2275
77870,0.8191
77871,0.5645
77872,0.6389
77873,0.983
77874,0.7023
77875,0.1402
77876,0.2977
77877,0.8236
77878,0.9266
77879,0.5621
77880,0.1187
77881,0.9004
77882,0.5636
77883,0.3379
77884,0.464
77885,0.8507
77886,0.6374
77887,0.2054
77888,0.6081
77889,0.6763
77890,0.9632
77891,0.3609
77892,0.568
77893,0.354
77894,0.4133
77895,0.038
77896,0.7252
77897,0.8049
77898,0.3307
77899,0.5195
77900,0.6784
77901,0.8904
77902,0.5822
77903,0.8259
77904,0.168
77905,0.6636
77906,0.342
77907,0.8981
77908,0.8351
77909,0.5337
77910,0.0284
77911,0.7258
77912,0.5689
77913,0.1466
77914,0.8785
77915,0.3967
77916,0.0816
77917,0.2743
77918,0.3993
77919,0.1379
77920,0.8355
77921,0.1526
77922,0.2979
77923,0.7288
77924,0.1089
77925,0.9441
77926,0.7706
77927,0.2153
77928,0.5236
77929,0.3891
77930,0.9246
77931,0.5681
77932,0.0785
77933,0.71
77934,0.3912
77935,0.7326
77936,0.1788
77937,0.3873
77938,0.3462
77939,0.1281
77940,0.1421
77941,0.3996
77942,0.6752
77943,0.8782
77944,0.0781
77945,0.1332
77946,0.292
77947,0.0128
77948,0.0152
77949,0.4604
77950,0.3126
77951,0.4825
77952,0.0703
77953,0.1261
77954,0.4679
77955,0.3268
77956,0.1556
77957,0.0846
77958,0.8144
77959,0.4784
77960,0.5227
77961,0.0564
77962,0.5723
77963,0.2193
77964,0.7765
77965,0.7511
77966,0.8375
77967,0.6901
77968,0.9563
77969,0.5367
77970,0.5308
77971,0.8923
77972,0.0817
77973,0.5878
77974,0.6389
77975,0.9819
77976,0.8628
77977,0.3263
77978,0.6072
77979,0.4882
77980,0.8955
77981,0.1214
77982,0.943
77983,0.9951
77984,0.1739
77985,0.8287
77986,0.6035
77987,0.326
77988,0.499
77989,0.195
77990,0.1776
77991,0.8724
77992,0.5523
77993,0.8794
77994,0.7286
77995,0.859
77996,0.0117
77997,0.6882
77998,0.4288
77999,0.1256
78000,0.7124
78001,0.9376
78002,0.2295
78003,0.2281
78004,0.1898
78005,0.4819
78006,0.4613
78007,0.1
78008,0.9299
78009,0.64
78010,0.8444
78011,0.4973
78012,0.6137
78013,0.447
78014,0.1926
78015,0.877
78016,0.069
78017,0.3831
78018,0.2209
78019,0.5862
78020,0.2237
78021,0.2558
78022,0.8928
78023,0.9938
78024,0.5312
78025,0.9795
78026,0.3586
78027,0.3197
78028,0.0166
78029,0.4793
78030,0.0863
78031,0.8519
78032,0.5339
78033,0.157
78034,0.1408
78035,0.8326
78036,0.0989
78037,0.9518
78038,0.7751
78039,0.6222
78040,0.1526
78041,0.1961
78042,0.9182
78043,0.7561
78044,0.599
78045,0.5821
78046,0.5991
78047,0.4048
78048,0.4084
78049,0.6662
78050,0.9354
78051,0.376
78052,0.0644
78053,0.4446
78054,0.4601
78055,0.8795
78056,0.1052
78057,0.7272
78058,0.8147
78059,0.2323
78060,0.7074
78061,0.7472
78062,0.0936
78063,0.2471
78064,0.0428
78065,0.362
78066,0.1114
78067,0.4273
78068,0.4615
78069,0.3931
78070,0.339
78071,0.9844
78072,0.9047
78073,0.5021
78074,0.9509
78075,0.0571
78076,0.3597
78077,0.6601
78078,0.7991
78079,0.8525
78080,0.7179
78081,0.9148
78082,0.5225
78083,0.9545
78084,0.2897
78085,0.6961
78086,0.8424
78087,0.3071
78088,0.0298
78089,0.1895
78090,0.6229
78091,0.1447
78092,0.546
78093,0.3597
78094,0.098
78095,0.329
78096,0.058
78097,0.3193
78098,0.1094
78099,0.5047
78100,0.8841
78101,0.6703
78102,0.027
78103,0.8455
78104,0.665
78105,0.5341
78106,0.4894
78107,0.4984
78108,0.7717
78109,0.2422
78110,0.9015
78111,0.4063
78112,0.7747
78113,0.9406
78114,0.0335
78115,0.8961
78116,0.6895
78117,0.7434
78118,0.2768
78119,0.1034
78120,0.4669
78121,0.3878
78122,0.8767
78123,0.6949
78124,0.5576
78125,0.4263
78126,0.2537
78127,0.8487
78128,0.1121
78129,0.4343
78130,0.808
78131,0.5477
78132,0.85
78133,0.553
78134,0.8489
78135,0.4153
78136,0.2703
78137,0.6145
78138,0.6795
78139,0.8717
78140,0.7296
78141,0.5512
78142,0.3658
78143,0.9187
78144,0.7616
78145,0.429
78146,0.2521
78147,0.3351
78148,0.6601
78149,0.1281
78150,0.4234
78151,0.6544
78152,0.4429
78153,0.3687
78154,0.4663
78155,0.943
78156,0.5416
78157,0.9211
78158,0.9202
78159,0.7117
78160,0.1677
78161,0.7447
78162,0.0395
78163,0.041
78164,0.0688
78165,0.4013
78166,0.7977
78167,0.9315
78168,0.1312
78169,0.4006
78170,0.8426
78171,0.7711
78172,0.1587
78173,0.3455
78174,0.5077
78175,0.9313
78176,0.0167
78177,0.215
78178,0.5167
78179,0.061
78180,0.5609
78181,0.3322
78182,0.2127
78183,0.8072
78184,0.2338
78185,0.874
78186,0.6652
78187,0.008
78188,0.8994
78189,0.2581
78190,0.9414
78191,0.7484
78192,0.9815
78193,0.4553
78194,0.8273
78195,0.7615
78196,0.779
78197,0.2647
78198,0.241
78199,0.0514
78200,0.9483
78201,0.6863
78202,0.8825
78203,0.2442
78204,0.9482
78205,0.6652
78206,0.993
78207,0.6638
78208,0.2038
78209,0.9455
78210,0.2216
78211,0.3406
78212,0.865
78213,0.1448
78214,0.5395
78215,0.9587
78216,0.1433
78217,0.7538
78218,0.4055
78219,0.1939
78220,0.2014
78221,0.3018
78222,0.817
78223,0.9615
78224,0.8202
78225,0.0802
78226,0.6013
78227,0.8803
78228,0.1955
78229,0.8916
78230,0.7215
78231,0.5018
78232,0.9257
78233,0.7731
78234,0.6479
78235,0.8191
78236,0.8399
78237,0.0583
78238,0.4616
78239,0.6862
78240,0.5203
78241,0.5886
78242,0.2309
78243,0.4893
78244,0.1846
78245,0.2929
78246,0.1576
78247,0.9978
78248,0.4318
78249,0.5675
78250,0.0646
78251,0.2518
78252,0.0159
78253,0.1255
78254,0.2292
78255,0.2545
78256,0.1575
78257,0.5663
78258,0.2792
78259,0.2824
78260,0.2372
78261,0.4393
78262,0.5805
78263,0.1546
78264,0.4353
78265,0.7262
78266,0.6652
78267,0.8247
78268,0.0463
78269,0.0856
78270,0.3811
78271,0.5244
78272,0.4317
78273,0.7299
78274,0.8654
78275,0.8158
78276,0.9818
78277,0.4761
78278,0.0377
78279,0.8126
78280,0.2056
78281,0.2774
78282,0.5883
78283,0.6109
78284,0.7277
78285,0.7039
78286,0.6062
78287,0.9462
78288,0.3525
78289,0.1574
78290,0.0533
78291,0.8238
78292,0.0104
78293,0.7058
78294,0.1009
78295,0.1636
78296,0.732
78297,0.757
78298,0.6405
78299,0.9838
78300,0.043
78301,0.6857
78302,0.984
78303,0.203
78304,0.8909
78305,0.8031
78306,0.1625
78307,0.9444
78308,0.1809
78309,0.8575
78310,0.8914
78311,0.0291
78312,0.3324
78313,0.6255
78314,0.9723
78315,0.3209
78316,0.6089
78317,0.7817
78318,0.0797
78319,0.2056
78320,0.3241
78321,0.651
78322,0.1907
78323,0.0733
78324,0.2946
78325,0.7964
78326,0.9855
78327,0.6987
78328,0.5747
78329,0.0779
78330,0.8442
78331,0.0401
78332,0.2572
78333,0.911
78334,0.0924
78335,0.7597
78336,0.5559
78337,0.0098
78338,0.5581
78339,0.2747
78340,0.7905
78341,0.002
78342,0.8837
78343,0.7911
78344,0.7798
78345,0.9713
78346,0.5829
78347,0.2354
78348,0.1592
78349,0.7403
78350,0.2281
78351,0.6318
78352,0.3495
78353,0.4706
78354,0.4957
78355,0.8489
78356,0.8227
78357,0.3003
78358,0.5544
78359,0.1526
78360,0.9721
78361,0.2378
78362,0.5308
78363,0.8047
78364,0.2427
78365,0.5846
78366,0.1125
78367,0.0057
78368,0.2409
78369,0.958
78370,0.4573
78371,0.4855
78372,0.5628
78373,0.8462
78374,0.0593
78375,0.3627
78376,0.7604
78377,0.2886
78378,0.924
78379,0.3087
78380,0.85
78381,0.1978
78382,0.0415
78383,0.162
78384,0.2153
78385,0.1825
78386,0.9854
78387,0.8763
78388,0.3065
78389,0.5209
78390,0.7594
78391,0.769
78392,0.0253
78393,0.1326
78394,0.0344
78395,0.4615
78396,0.5224
78397,0.5114
78398,0.3304
78399,0.7448
78400,0.3032
78401,0.6075
78402,0.8688
78403,0.0709
78404,0.9275
78405,0.3896
78406,0.6396
78407,0.6925
78408,0.3215
78409,0.119
78410,0.1113
78411,0.2124
78412,0.2657
78413,0.5445
78414,0.0951
78415,0.8646
78416,0.6249
78417,0.8533
78418,0.7362
78419,0.906
78420,0.7741
78421,0.7305
78422,0.1072
78423,0.2971
78424,0.7474
78425,0.9934
78426,0.3921
78427,0.8581
78428,0.9516
78429,0.5215
78430,0.3684
78431,0.4276
78432,0.6198
78433,0.1374
78434,0.5608
78435,0.8092
78436,0.378
78437,0.5451
78438,0.4041
78439,0.9566
78440,0.602
78441,0.6856
78442,0.7557
78443,0.5426
78444,0.2958
78445,0.6769
78446,0.4692
78447,0.4961
78448,0.0106
78449,0.029
78450,0.7677
78451,0.0381
78452,0.168
78453,0.1206
78454,0.7909
78455,0.586
78456,0.1118
78457,0.4056
78458,0.3853
78459,0.1995
78460,0.9713
78461,0.5252
78462,0.803
78463,0.2254
78464,0.327
78465,0.9506
78466,0.3477
78467,0.6149
78468,0.5731
78469,0.0481
78470,0.6331
78471,0.8664
78472,0.3944
78473,0.4214
78474,0.5034
78475,0.9806
78476,0.6895
78477,0.2125
78478,0.5229
78479,0.6668
78480,0.8985
78481,0.9647
78482,0.0844
78483,0.1266
78484,0.7985
78485,0.8064
78486,0.7196
78487,0.5061
78488,0.4038
78489,0.3692
78490,0.1225
78491,0.906
78492,0.4449
78493,0.9933
78494,0.6578
78495,0.1254
78496,0.3596
78497,0.1294
78498,0.5965
78499,0.6636
78500,0.4048
78501,0.1374
78502,0.6602
78503,0.1373
78504,0.3144
78505,0.2143
78506,0.3239
78507,0.7768
78508,0.7116
78509,0.4228
78510,0.6499
78511,0.5687
78512,0.6252
78513,0.9726
78514,0.394
78515,0.278
78516,0.7971
78517,0.3716
78518,0.8965
78519,0.0756
78520,0.9902
78521,0.2337
78522,0.6335
78523,0.2501
78524,0.2896
78525,0.9604
78526,0.0925
78527,0.3356
78528,0.6756
78529,0.5547
78530,0.2898
78531,0.1516
78532,0.7968
78533,0.4955
78534,0.2833
78535,0.2924
78536,0.1639
78537,0.2378
78538,0.4592
78539,0.1686
78540,0.8032
78541,0.9931
78542,0.9476
78543,0.233
78544,0.2621
78545,0.667
78546,0.8177
78547,0.9308
78548,0.5078
78549,0.7998
78550,0.1894
78551,0.1158
78552,0.1089
78553,0.0283
78554,0.2362
78555,0.5238
78556,0.9128
78557,0.3914
78558,0.0866
78559,0.508
78560,0.3319
78561,0.409
78562,0.0664
78563,0.192
78564,0.4732
78565,0.7137
78566,0.0473
78567,0.7465
78568,0.1322
78569,0.5892
78570,0.267
78571,0.6968
78572,0.8045
78573,0.1154
78574,0.6291
78575,0.28
78576,0.2116
78577,0.0041
78578,0.043
78579,0.8478
78580,0.144
78581,0.137
78582,0.7857
78583,0.0165
78584,0.4479
78585,0.0481
78586,0.0058
78587,0.817
78588,0.2358
78589,0.652
78590,0.718
78591,0.1587
78592,0.5025
78593,0.6099
78594,0.592
78595,0.8448
78596,0.401
78597,0.6906
78598,0.5555
78599,0.2172
78600,0.3763
78601,0.0391
78602,0.4299
78603,0.5849
78604,0.4289
78605,0.8155
78606,0.6265
78607,0.4393
78608,0.7725
78609,0.9607
78610,0.7312
78611,0.9892
78612,0.5248
78613,0.537
78614,0.1511
78615,0.5951
78616,0.3971
78617,0.2065
78618,0.8963
78619,0.3906
78620,0.089
78621,0.5813
78622,0.0009
78623,0.504
78624,0.6527
78625,0.285
78626,0.429
78627,0.5657
78628,0.8423
78629,0.2531
78630,0.1539
78631,0.0868
78632,0.8233
78633,0.7122
78634,0.5455
78635,0.089
78636,0.4908
78637,0.7481
78638,0.8592
78639,0.0796
78640,0.8681
78641,0.2476
78642,0.808
78643,0.8323
78644,0.3893
78645,0.2287
78646,0.1535
78647,0.6181
78648,0.6629
78649,0.8751
78650,0.8617
78651,0.1835
78652,0.1405
78653,0.6264
78654,0.6992
78655,0.4263
78656,0.3239
78657,0.6544
78658,0.3845
78659,0.9614
78660,0.9574
78661,0.604
78662,0.3736
78663,0.7833
78664,0.0215
78665,0.9558
78666,0.3104
78667,0.8229
78668,0.0155
78669,0.1223
78670,0.3302
78671,0.3527
78672,0.3419
78673,0.6929
78674,0.4004
78675,0.9337
78676,0.6666
78677,0.7514
78678,0.1885
78679,0.5818
78680,0.5216
78681,0.0895
78682,0.9283
78683,0.8526
78684,0.9238
78685,0.8131
78686,0.4145
78687,0.3038
78688,0.1494
78689,0.5144
78690,0.5917
78691,0.0857
78692,0.1679
78693,0.1274
78694,0.901
78695,0.134
78696,0.1329
78697,0.5084
78698,0.5238
78699,0.0781
78700,0.9256
78701,0.1824
78702,0.8857
78703,0.6564
78704,0.9923
78705,0.1924
78706,0.8856
78707,0.4901
78708,0.2632
78709,0.8726
78710,0.966
78711,0.9428
78712,0.3517
78713,0.3109
78714,0.0803
78715,0.3552
78716,0.7749
78717,0.3573
78718,0.0173
78719,0.5331
78720,0.7114
78721,0.2625
78722,0.5222
78723,0.3051
78724,0.7502
78725,0.0464
78726,0.1233
78727,0.2482
78728,0.1422
78729,0.5491
78730,0.4322
78731,0.4399
78732,0.5773
78733,0.7881
78734,0.7662
78735,0.2244
78736,0.5214
78737,0.2949
78738,0.3032
78739,0.7321
78740,0.489
78741,0.487
78742,0.1275
78743,0.1284
78744,0.1894
78745,0.4733
78746,0.6591
78747,0.8535
78748,0.001
78749,0.3165
78750,0.9984
78751,0.5987
78752,0.5925
78753,0.8203
78754,0.8761
78755,0.3061
78756,0.0292
78757,0.0186
78758,0.6378
78759,0.2624
78760,0.7756
78761,0.9065
78762,0.529
78763,0.6846
78764,0.3877
78765,0.4749
78766,0.5999
78767,0.935
78768,0.5412
78769,0.0306
78770,0.0076
78771,0.0186
78772,0.4468
78773,0.3744
78774,0.8484
78775,0.4397
78776,0.9802
78777,0.1742
78778,0.1083
78779,0.8992
78780,0.4319
78781,0.8697
78782,0.9664
78783,0.6901
78784,0.7816
78785,0.1309
78786,0.9109
78787,0.7863
78788,0.4971
78789,0.2731
78790,0.8417
78791,0.5855
78792,0.6805
78793,0.2869
78794,0.8686
78795,0.6544
78796,0.3057
78797,0.3484
78798,0.4628
78799,0.1792
78800,0.3297
78801,0.708
78802,0.6864
78803,0.2017
78804,0.7875
78805,0.156
78806,0.2553
78807,0.2452
78808,0.2758
78809,0.5584
78810,0.3009
78811,0.3159
78812,0.7473
78813,0.9081
78814,0.1253
78815,0.6194
78816,0.2051
78817,0.6249
78818,0.3782
78819,0.7431
78820,0.5867
78821,0.6189
78822,0.0901
78823,0.3668
78824,0.1227
78825,0.8518
78826,0.4803
78827,0.616
78828,0.0919
78829,0.221
78830,0.5113
78831,0.7711
78832,0.5474
78833,0.4966
78834,0.6899
78835,0.0929
78836,0.4319
78837,0.4716
78838,0.8728
78839,0.7206
78840,0.4267
78841,0.3376
78842,0.4729
78843,0.0037
78844,0.9424
78845,0.4514
78846,0.3042
78847,0.3244
78848,0.8094
78849,0.0973
78850,0.013
78851,0.9154
78852,0.6448
78853,0.794
78854,0.2664
78855,0.7607
78856,0.778
78857,0.0727
78858,0.2136
78859,0.751
78860,0.2529
78861,0.1402
78862,0.9361
78863,0.8428
78864,0.6317
78865,0.0111
78866,0.166
78867,0.2882
78868,0.8354
78869,0.1258
78870,0.7391
78871,0.4362
78872,0.2228
78873,0.4406
78874,0.8055
78875,0.4602
78876,0.2699
78877,0.2601
78878,0.8386
78879,0.5961
78880,0.405
78881,0.3111
78882,0.4341
78883,0.6387
78884,0.6277
78885,0.1859
78886,0.9518
78887,0.2715
78888,0.1499
78889,0.8326
78890,0.8411
78891,0.4217
78892,0.9039
78893,0.1583
78894,0.7959
78895,0.8465
78896,0.289
78897,0.9809
78898,0.2626
78899,0.0696
78900,0.3787
78901,0.7056
78902,0.3167
78903,0.7131
78904,0.4555
78905,0.4802
78906,0.6797
78907,0.0288
78908,0.8682
78909,0.8911
78910,0.7169
78911,0.4044
78912,0.2532
78913,0.3816
78914,0.9014
78915,0.126
78916,0.7307
78917,0.45
78918,0.3953
78919,0.9496
78920,0.3038
78921,0.5334
78922,0.531
78923,0.6776
78924,0.9787
78925,0.964
78926,0.2299
78927,0.4739
78928,0.2271
78929,0.1072
78930,0.0763
78931,0.8563
78932,0.1608
78933,0.3467
78934,0.5743
78935,0.1674
78936,0.5132
78937,0.2243
78938,0.2089
78939,0.9671
78940,0.6834
78941,0.9732
78942,0.1077
78943,0.7186
78944,0.332
78945,0.947
78946,0.5143
78947,0.4263
78948,0.1837
78949,0.1054
78950,0.7728
78951,0.4867
78952,0.9483
78953,0.9367
78954,0.3586
78955,0.7676
78956,0.1023
78957,0.987
78958,0.4418
78959,0.0331
78960,0.9388
78961,0.7495
78962,0.929
78963,0.6445
78964,0.8606
78965,0.3009
78966,0.1627
78967,0.1724
78968,0.3316
78969,0.9425
78970,0.1396
78971,0.4145
78972,0.0457
78973,0.9327
78974,0.991
78975,0.3989
78976,0.077
78977,0.9889
78978,0.28
78979,0.6619
78980,0.2246
78981,0.7741
78982,0.1803
78983,0.5725
78984,0.5844
78985,0.6601
78986,0.2978
78987,0.8758
78988,0.1146
78989,0.3194
78990,0.6458
78991,0.9495
78992,0.7127
78993,0.2495
78994,0.4688
78995,0.7253
78996,0.8875
78997,0.7891
78998,0.7357
78999,0.6439
79000,0.3051
79001,0.9748
79002,0.8243
79003,0.1938
79004,0.9186
79005,0.814
79006,0.9199
79007,0.8145
79008,0.9606
79009,0.8014
79010,0.5954
79011,0.1664
79012,0.005
79013,0.223
79014,0.0751
79015,0.9254
79016,0.0573
79017,0.9927
79018,0.4703
79019,0.2434
79020,0.8762
79021,0.0235
79022,0.6975
79023,0.0215
79024,0.642
79025,0.5302
79026,0.8971
79027,0.4229
79028,0.3555
79029,0.3121
79030,0.052
79031,0.059
79032,0.3666
79033,0.0727
79034,0.0647
79035,0.6562
79036,0.3456
79037,0.2945
79038,0.5557
79039,0.3758
79040,0.7383
79041,0.5822
79042,0.4132
79043,0.0024
79044,0.6448
79045,0.9931
79046,0.553
79047,0.9989
79048,0.4551
79049,0.8568
79050,0.9319
79051,0.6305
79052,0.7186
79053,0.6152
79054,0.2331
79055,0.9856
79056,0.3294
79057,0.4381
79058,0.2647
79059,0.9048
79060,0.2463
79061,0.6678
79062,0.5127
79063,0.5112
79064,0.0227
79065,0.3613
79066,0.7367
79067,0.3828
79068,0.5922
79069,0.3884
79070,0.5176
79071,0.5612
79072,0.9617
79073,0.6643
79074,0.0478
79075,0.0907
79076,0.7655
79077,0.0106
79078,0.3814
79079,0.7513
79080,0.6639
79081,0.565
79082,0.3888
79083,0.1302
79084,0.4197
79085,0.7035
79086,0.0014
79087,0.4463
79088,0.3855
79089,0.2848
79090,0.4388
79091,0.5377
79092,0.3034
79093,0.1635
79094,0.5868
79095,0.9411
79096,0.4906
79097,0.0122
79098,0.564
79099,0.0098
79100,0.7046
79101,0.161
79102,0.7548
79103,0.087
79104,0.5955
79105,0.467
79106,0.5869
79107,0.4973
79108,0.8663
79109,0.0521
79110,0.4698
79111,0.1306
79112,0.5984
79113,0.7841
79114,0.8866
79115,0.5596
79116,0.2714
79117,0.0074
79118,0.0864
79119,0.5739
79120,0.4139
79121,0.8631
79122,0.6561
79123,0.9037
79124,0.3611
79125,0.1728
79126,0.7992
79127,0.7348
79128,0.8006
79129,0.2263
79130,0.4922
79131,0.0114
79132,0.2468
79133,0.7279
79134,0.5169
79135,0.9794
79136,0.8071
79137,0.4152
79138,0.1189
79139,0.9647
79140,0.9025
79141,0.3435
79142,0.8979
79143,0.1708
79144,0.5704
79145,0.3834
79146,0.3157
79147,0.0854
79148,0.8114
79149,0.9933
79150,0.3616
79151,0.9653
79152,0.6432
79153,0.0289
79154,0.0055
79155,0.2518
79156,0.1812
79157,0.8321
79158,0.321
79159,0.976
79160,0.4722
79161,0.7927
79162,0.1076
79163,0.8433
79164,0.2692
79165,0.6005
79166,0.9221
79167,0.5308
79168,0.102
79169,0.974
79170,0.3529
79171,0.3357
79172,0.662
79173,0.6114
79174,0.3763
79175,0.0911
79176,0.9763
79177,0.4197
79178,0.6436
79179,0.8117
79180,0.5875
79181,0.0121
79182,0.7201
79183,0.2749
79184,0.32
79185,0.9923
79186,0.4229
79187,0.2904
79188,0.1223
79189,0.5874
79190,0.0941
79191,0.3117
79192,0.2771
79193,0.7351
79194,0.1916
79195,0.6826
79196,0.5816
79197,0.1365
79198,0.1387
79199,0.0644
79200,0.8762
79201,0.1989
79202,0.922
79203,0.7929
79204,0.3655
79205,0.7035
79206,0.0728
79207,0.9565
79208,0.5331
79209,0.0009
79210,0.8069
79211,0.7593
79212,0.2497
79213,0.6041
79214,0.2656
79215,0.4868
79216,0.1132
79217,0.5218
79218,0.0543
79219,0.6225
79220,0.4716
79221,0.5697
79222,0.5251
79223,0.0356
79224,0.7408
79225,0.6182
79226,0.3822
79227,0.8599
79228,0.6051
79229,0.8721
79230,0.7731
79231,0.4777
79232,0.4191
79233,0.2854
79234,0.888
79235,0.287
79236,0.5146
79237,0.7221
79238,0.3952
79239,0.519
79240,0.6557
79241,0.0022
79242,0.3744
79243,0.6953
79244,0.5338
79245,0.6346
79246,0.407
79247,0.1415
79248,0.493
79249,0.4944
79250,0.8271
79251,0.3822
79252,0.456
79253,0.4463
79254,0.2287
79255,0.8257
79256,0.6412
79257,0.2786
79258,0.836
79259,0.0853
79260,0.7678
79261,0.7688
79262,0.3402
79263,0.4768
79264,0.6654
79265,0.5569
79266,0.7857
79267,0.6114
79268,0.1937
79269,0.7004
79270,0.9412
79271,0.9538
79272,0.2019
79273,0.6072
79274,0.2791
79275,0.6903
79276,0.3929
79277,0.7105
79278,0.8821
79279,0.9061
79280,0.5571
79281,0.6782
79282,0.3289
79283,0.756
79284,0.463
79285,0.6848
79286,0.3157
79287,0.0786
79288,0.0426
79289,0.6169
79290,0.768
79291,0.203
79292,0.0586
79293,0.8239
79294,0.0409
79295,0.7771
79296,0.3818
79297,0.1847
79298,0.2329
79299,0.6713
79300,0.288
79301,0.6027
79302,0.3629
79303,0.5537
79304,0.954
79305,0.2612
79306,0.8028
79307,0.8846
79308,0.1403
79309,0.7282
79310,0.3328
79311,0.0032
79312,0.8231
79313,0.4752
79314,0.3707
79315,0.7284
79316,0.588
79317,0.476
79318,0.9169
79319,0.0109
79320,0.8184
79321,0.0686
79322,0.5471
79323,0.1111
79324,0.2181
79325,0.3546
79326,0.734
79327,0.7348
79328,0.8763
79329,0.7711
79330,0.0644
79331,0.4247
79332,0.3486
79333,0.024
79334,0.1895
79335,0.605
79336,0.9497
79337,0.0547
79338,0.5806
79339,0.8545
79340,0.2751
79341,0.7383
79342,0.9849
79343,0.9822
79344,0.0645
79345,0.1512
79346,0.626
79347,0.496
79348,0.086
79349,0.578
79350,0.5981
79351,0.7637
79352,0.9658
79353,0.3576
79354,0.5053
79355,0.623
79356,0.8677
79357,0.7697
79358,0.4952
79359,0.4454
79360,0.0231
79361,0.3023
79362,0.0869
79363,0.5083
79364,0.2893
79365,0.8892
79366,0.6698
79367,0.9078
79368,0.3369
79369,0.7007
79370,0.2997
79371,0.809
79372,0.9838
79373,0.7783
79374,0.8974
79375,0.9691
79376,0.9821
79377,0.1493
79378,0.8868
79379,0.5326
79380,0.5498
79381,0.6657
79382,0.1075
79383,0.1149
79384,0.4719
79385,0.8022
79386,0.9501
79387,0.7367
79388,0.4842
79389,0.8477
79390,0.6467
79391,0.8054
79392,0.4241
79393,0.8849
79394,0.2479
79395,0.3328
79396,0.0866
79397,0.0914
79398,0.0787
79399,0.6192
79400,0.3045
79401,0.5302
79402,0.651
79403,0.6463
79404,0.801
79405,0.2989
79406,0.1296
79407,0.771
79408,0.7658
79409,0.2654
79410,0.9496
79411,0.425
79412,0.5391
79413,0.2602
79414,0.1984
79415,0.028
79416,0.7136
79417,0.5585
79418,0.9025
79419,0.5574
79420,0.9284
79421,0.7044
79422,0.8501
79423,0.6121
79424,0.3787
79425,0.1907
79426,0.0295
79427,0.5701
79428,0.3139
79429,0.3537
79430,0.2237
79431,0.7798
79432,0.8867
79433,0.1743
79434,0.9432
79435,0.9574
79436,0.3515
79437,0.5319
79438,0.4101
79439,0.5811
79440,0.0844
79441,0.8688
79442,0.2103
79443,0.1215
79444,0.1774
79445,0.8492
79446,0.4517
79447,0.5079
79448,0.1661
79449,0.1933
79450,0.3126
79451,0.9347
79452,0.9983
79453,0.4008
79454,0.1623
79455,0.9536
79456,0.1141
79457,0.0653
79458,0.8354
79459,0.5149
79460,0.9636
79461,0.3969
79462,0.4056
79463,0.6358
79464,0.6466
79465,0.205
79466,0.9874
79467,0.9385
79468,0.1055
79469,0.7445
79470,0.8706
79471,0.3566
79472,0.8034
79473,0.465
79474,0.3104
79475,0.9805
79476,0.6938
79477,0.4884
79478,0.3778
79479,0.0908
79480,0.331
79481,0.974
79482,0.2423
79483,0.4287
79484,0.6575
